Ind Date Anchor,Ind Date Span,Ind Id,Ind Obs Note,Ind Place,Ind Place Type,Ind Rate Word,ind_selectname,Is projected word,Ind Rate Pct Change,Ind Denom,Ind Num,Ind Rate
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Swain,County,HIGH,Death: Illicit Opioid Overdose,,+4%,8,5,62.5
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Transylvania,County,HIGHEST,Death: Illicit Opioid Overdose,,+7%,7,5,71.428571429
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Tyrrell,County,HIGHEST,Death: Illicit Opioid Overdose,,,2,2,100
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Union,County,HIGH,Death: Illicit Opioid Overdose,,+16%,29,16,55.172413793
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Vance,County,HIGHEST,Death: Illicit Opioid Overdose,,+38%,12,11,91.666666667
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Wake,County,HIGH,Death: Illicit Opioid Overdose,,+18%,130,82,63.076923077
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Warren,County,MIDDLE,Death: Illicit Opioid Overdose,,-50%,2,1,50
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Washington,County,HIGHEST,Death: Illicit Opioid Overdose,,,3,2,66.666666667
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Watauga,County,LOWEST (ZERO),Death: Illicit Opioid Overdose,,-100%,5,0,0
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Wayne,County,HIGHEST,Death: Illicit Opioid Overdose,,+18%,37,28,75.675675676
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Wilkes,County,MIDDLE,Death: Illicit Opioid Overdose,,+16%,19,8,42.105263158
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Wilson,County,HIGHEST,Death: Illicit Opioid Overdose,,+48%,23,17,73.913043478
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Yadkin,County,LOW,Death: Illicit Opioid Overdose,,-7%,6,2,33.333333333
12/31/2019,Year,DEATH_ILLICITOPIOID_PCT, ,Yancey,County,LOWEST (ZERO),Death: Illicit Opioid Overdose,,-100%,1,0,0
12/31/2019,Year,DMH_OUD_TREATMENT, ,Alamance,County,MIDDLE,DMH: Treatment Services,,+0%,"169,509",642,378.740951808
12/31/2019,Year,DMH_OUD_TREATMENT, ,Alexander,County,HIGHEST,DMH: Treatment Services,,+19%,"37,497",350,933.408005974
12/31/2019,Year,DMH_OUD_TREATMENT, ,Alleghany,County,LOWEST,DMH: Treatment Services,,+59%,"11,137",35,314.267756128
12/31/2019,Year,DMH_OUD_TREATMENT, ,Anson,County,LOWEST,DMH: Treatment Services,,+36%,"24,446",64,261.801521721
12/31/2019,Year,DMH_OUD_TREATMENT, ,Ashe,County,HIGHEST,DMH: Treatment Services,,+42%,"27,203",164,602.874682939
12/31/2019,Year,DMH_OUD_TREATMENT, ,Avery,County,HIGHEST,DMH: Treatment Services,,+38%,"17,557",102,580.964857322
12/31/2019,Year,DMH_OUD_TREATMENT, ,Beaufort,County,HIGHEST,DMH: Treatment Services,,+5%,"46,994",406,863.940077457
12/31/2019,Year,DMH_OUD_TREATMENT, ,Bertie,County,LOWEST,DMH: Treatment Services,,+3%,"18,947",46,242.782498549
12/31/2019,Year,DMH_OUD_TREATMENT, ,Bladen,County,HIGHEST,DMH: Treatment Services,,+31%,"32,722",175,534.808385795
12/31/2019,Year,DMH_OUD_TREATMENT, ,Brunswick,County,HIGHEST,DMH: Treatment Services,,+2%,"142,820",799,559.445455819
12/31/2019,Year,DMH_OUD_TREATMENT, ,Buncombe,County,HIGHEST,DMH: Treatment Services,,+14%,"261,191","1,838",703.699591487
12/31/2019,Year,DMH_OUD_TREATMENT, ,Burke,County,HIGHEST,DMH: Treatment Services,,-2%,"90,485",725,801.237774217
12/31/2019,Year,DMH_OUD_TREATMENT, ,Cabarrus,County,MIDDLE,DMH: Treatment Services,,-2%,"216,453",850,392.694949943
12/31/2019,Year,DMH_OUD_TREATMENT, ,Caldwell,County,HIGHEST,DMH: Treatment Services,,+4%,"82,178",562,683.881330770
12/31/2019,Year,DMH_OUD_TREATMENT, ,Camden,County,HIGH,DMH: Treatment Services,,+19%,"10,867",46,423.299898776
12/31/2019,Year,DMH_OUD_TREATMENT, ,Carteret,County,HIGHEST,DMH: Treatment Services,,-5%,"69,473",512,736.976955076
12/31/2019,Year,DMH_OUD_TREATMENT, ,Caswell,County,MIDDLE,DMH: Treatment Services,,-12%,"22,604",85,376.039639002
12/31/2019,Year,DMH_OUD_TREATMENT, ,Catawba,County,HIGHEST,DMH: Treatment Services,,+7%,"159,551","1,029",644.934848418
12/31/2019,Year,DMH_OUD_TREATMENT, ,Chatham,County,LOWEST,DMH: Treatment Services,,-15%,"74,470",221,296.763797502
12/31/2019,Year,DMH_OUD_TREATMENT, ,Cherokee,County,HIGHEST,DMH: Treatment Services,,+20%,"28,612",200,699.007409479
12/31/2019,Year,DMH_OUD_TREATMENT, ,Chowan,County,LOW,DMH: Treatment Services,,+8%,"13,943",46,329.914652514
12/31/2019,Year,DMH_OUD_TREATMENT, ,Clay,County,HIGHEST,DMH: Treatment Services,,+53%,"11,231",54,480.812038109
12/31/2019,Year,DMH_OUD_TREATMENT, ,Cleveland,County,HIGHEST,DMH: Treatment Services,,+9%,"97,947",507,517.626879843
12/31/2019,Year,DMH_OUD_TREATMENT, ,Columbus,County,HIGHEST,DMH: Treatment Services,,+38%,"55,508",493,888.160265187
12/31/2019,Year,DMH_OUD_TREATMENT, ,Craven,County,HIGHEST,DMH: Treatment Services,,+3%,"102,139",745,729.398173078
12/31/2019,Year,DMH_OUD_TREATMENT, ,Cumberland,County,HIGH,DMH: Treatment Services,,+14%,"335,509","1,429",425.920020029
12/31/2019,Year,DMH_OUD_TREATMENT, ,Currituck,County,LOWEST,DMH: Treatment Services,,+17%,"27,763",82,295.357129993
12/31/2019,Year,DMH_OUD_TREATMENT, ,Dare,County,HIGHEST,DMH: Treatment Services,,-7%,"37,009",164,443.135453538
12/31/2019,Year,DMH_OUD_TREATMENT, ,Davidson,County,HIGHEST,DMH: Treatment Services,,+9%,"167,609",934,557.249312388
12/31/2019,Year,DMH_OUD_TREATMENT, ,Davie,County,MIDDLE,DMH: Treatment Services,,+2%,"42,846",158,368.762544928
12/31/2019,Year,DMH_OUD_TREATMENT, ,Duplin,County,LOWEST,DMH: Treatment Services,,+10%,"58,741",91,154.917349041
12/31/2019,Year,DMH_OUD_TREATMENT, ,Durham,County,HIGH,DMH: Treatment Services,,+6%,"321,488","1,303",405.302841786
12/31/2019,Year,DMH_OUD_TREATMENT, ,Edgecombe,County,HIGHEST,DMH: Treatment Services,,+37%,"51,472",295,573.127137084
12/31/2019,Year,DMH_OUD_TREATMENT, ,Forsyth,County,LOW,DMH: Treatment Services,,+7%,"382,295","1,372",358.885154135
12/31/2019,Year,DMH_OUD_TREATMENT, ,Franklin,County,MIDDLE,DMH: Treatment Services,,-7%,"69,685",264,378.847671665
12/31/2019,Year,DMH_OUD_TREATMENT, ,Gaston,County,HIGHEST,DMH: Treatment Services,,+4%,"224,529","1,429",636.443399294
12/31/2019,Year,DMH_OUD_TREATMENT, ,Gates,County,LOW,DMH: Treatment Services,,+9%,"11,562",37,320.013838436
12/31/2019,Year,DMH_OUD_TREATMENT, ,Graham,County,HIGHEST,DMH: Treatment Services,,+62%,"8,441",81,959.601942898
12/31/2019,Year,DMH_OUD_TREATMENT, ,Granville,County,HIGHEST,DMH: Treatment Services,,-6%,"60,443",283,468.209718247
12/31/2019,Year,DMH_OUD_TREATMENT, ,Greene,County,LOW,DMH: Treatment Services,,+21%,"21,069",75,355.973230813
12/31/2019,Year,DMH_OUD_TREATMENT, ,Guilford,County,LOWEST,DMH: Treatment Services,,+16%,"537,174","1,611",299.902824783
12/31/2019,Year,DMH_OUD_TREATMENT, ,Halifax,County,HIGHEST,DMH: Treatment Services,,+5%,"50,010",290,579.884023195
12/31/2019,Year,DMH_OUD_TREATMENT, ,Harnett,County,LOWEST,DMH: Treatment Services,,+11%,"135,976",420,308.878037301
12/31/2019,Year,DMH_OUD_TREATMENT, ,Haywood,County,HIGHEST,DMH: Treatment Services,,+4%,"62,317",672,"1,078.357430557"
12/31/2019,Year,DMH_OUD_TREATMENT, ,Henderson,County,HIGHEST,DMH: Treatment Services,,+29%,"117,417",516,439.459362784
12/31/2019,Year,DMH_OUD_TREATMENT, ,Hertford,County,LOWEST,DMH: Treatment Services,,+10%,"23,677",60,253.410482747
12/31/2019,Year,DMH_OUD_TREATMENT, ,Hoke,County,LOWEST,DMH: Treatment Services,,+16%,"55,234",157,284.245211283
12/31/2019,Year,DMH_OUD_TREATMENT, ,Hyde,County,LOW,DMH: Treatment Services,,+8%,"4,937",17,344.338667207
12/31/2019,Year,DMH_OUD_TREATMENT, ,Iredell,County,HIGH,DMH: Treatment Services,,+5%,"181,806",785,431.778929188
12/31/2019,Year,DMH_OUD_TREATMENT, ,Jackson,County,HIGHEST,DMH: Treatment Services,,+6%,"43,938",269,612.226318904
12/31/2019,Year,DMH_OUD_TREATMENT, ,Johnston,County,LOW,DMH: Treatment Services,,+5%,"209,339",723,345.372816341
12/31/2019,Year,DMH_OUD_TREATMENT, ,Jones,County,HIGHEST,DMH: Treatment Services,,+22%,"9,419",49,520.225076972
12/31/2019,Year,DMH_OUD_TREATMENT, ,Lee,County,HIGHEST,DMH: Treatment Services,,+4%,"61,779",331,535.780766927
12/31/2019,Year,DMH_OUD_TREATMENT, ,Lenoir,County,HIGHEST,DMH: Treatment Services,,+18%,"55,949",247,441.473484781
12/31/2019,Year,DMH_OUD_TREATMENT, ,Lincoln,County,HIGHEST,DMH: Treatment Services,,+0%,"86,111",433,502.839358502
12/31/2019,Year,DMH_OUD_TREATMENT, ,Macon,County,HIGHEST,DMH: Treatment Services,,+26%,"35,858",215,599.587260862
12/31/2019,Year,DMH_OUD_TREATMENT, ,Madison,County,HIGHEST,DMH: Treatment Services,,+17%,"21,755",154,707.883245231
12/31/2019,Year,DMH_OUD_TREATMENT, ,Martin,County,HIGHEST,DMH: Treatment Services,,+6%,"22,440",115,512.477718360
12/31/2019,Year,DMH_OUD_TREATMENT, ,McDowell,County,HIGHEST,DMH: Treatment Services,,+14%,"45,756",346,756.184981205
12/31/2019,Year,DMH_OUD_TREATMENT, ,Mecklenburg,County,LOWEST,DMH: Treatment Services,,-6%,"1,110,356","1,767",159.138150287
12/31/2019,Year,DMH_OUD_TREATMENT, ,Mitchell,County,HIGHEST,DMH: Treatment Services,,+2%,"14,964",122,815.290029404
12/31/2019,Year,DMH_OUD_TREATMENT, ,Montgomery,County,HIGHEST,DMH: Treatment Services,,+12%,"27,173",195,717.624112170
12/31/2019,Year,DMH_OUD_TREATMENT, ,Moore,County,HIGHEST,DMH: Treatment Services,,+14%,"100,880",632,626.486915147
12/31/2019,Year,DMH_OUD_TREATMENT, ,Nash,County,LOW,DMH: Treatment Services,,+16%,"94,298",328,347.833464124
12/31/2019,Year,DMH_OUD_TREATMENT, ,NC,State,HIGH,DMH: Treatment Services,,+9%,"10,488,084","43,604",415.748005069
12/31/2019,Year,DMH_OUD_TREATMENT, ,New Hanover,County,HIGHEST,DMH: Treatment Services,,+19%,"234,473","1,574",671.292643503
12/31/2019,Year,DMH_OUD_TREATMENT, ,Northampton,County,LOWEST,DMH: Treatment Services,,-23%,"19,483",26,133.449674075
12/31/2019,Year,DMH_OUD_TREATMENT, ,Onslow,County,LOWEST,DMH: Treatment Services,,+3%,"197,938",629,317.776273379
12/31/2019,Year,DMH_OUD_TREATMENT, ,Orange,County,LOWEST,DMH: Treatment Services,,-7%,"148,476",432,290.956114119
12/31/2019,Year,DMH_OUD_TREATMENT, ,Pamlico,County,HIGHEST,DMH: Treatment Services,,+6%,"12,726",96,754.361150401
12/31/2019,Year,DMH_OUD_TREATMENT, ,Pasquotank,County,HIGHEST,DMH: Treatment Services,,+36%,"39,824",225,564.985938128
12/31/2019,Year,DMH_OUD_TREATMENT, ,Pender,County,HIGHEST,DMH: Treatment Services,,+15%,"63,060",318,504.281636537
12/31/2019,Year,DMH_OUD_TREATMENT, ,Perquimans,County,HIGHEST,DMH: Treatment Services,,+34%,"13,463",66,490.232489044
12/31/2019,Year,DMH_OUD_TREATMENT, ,Person,County,HIGHEST,DMH: Treatment Services,,-9%,"39,490",217,549.506204102
12/31/2019,Year,DMH_OUD_TREATMENT, ,Pitt,County,HIGHEST,DMH: Treatment Services,,+1%,"180,742",831,459.771386839
12/31/2019,Year,DMH_OUD_TREATMENT, ,Polk,County,LOWEST,DMH: Treatment Services,,+56%,"20,724",64,308.820690986
12/31/2019,Year,DMH_OUD_TREATMENT, ,Randolph,County,HIGHEST,DMH: Treatment Services,,+3%,"143,667",932,648.722392755
12/31/2019,Year,DMH_OUD_TREATMENT, ,Richmond,County,HIGHEST,DMH: Treatment Services,,+23%,"44,829",510,"1,137.656427759"
12/31/2019,Year,DMH_OUD_TREATMENT, ,Robeson,County,HIGHEST,DMH: Treatment Services,,+49%,"130,625","1,420","1,087.081339713"
12/31/2019,Year,DMH_OUD_TREATMENT, ,Rockingham,County,HIGHEST,DMH: Treatment Services,,+14%,"91,010",618,679.046258653
12/31/2019,Year,DMH_OUD_TREATMENT, ,Rowan,County,HIGHEST,DMH: Treatment Services,,+1%,"142,088",837,589.071561286
12/31/2019,Year,DMH_OUD_TREATMENT, ,Rutherford,County,HIGH,DMH: Treatment Services,,+23%,"67,029",285,425.189097256
12/31/2019,Year,DMH_OUD_TREATMENT, ,Sampson,County,LOWEST,DMH: Treatment Services,,+41%,"63,531",129,203.050479294
12/31/2019,Year,DMH_OUD_TREATMENT, ,Scotland,County,HIGHEST,DMH: Treatment Services,,+21%,"34,823",294,844.269591936
12/31/2019,Year,DMH_OUD_TREATMENT, ,Stanly,County,HIGHEST,DMH: Treatment Services,,+11%,"62,806",397,632.105212878
12/31/2019,Year,DMH_OUD_TREATMENT, ,Stokes,County,HIGHEST,DMH: Treatment Services,,+23%,"45,591",291,638.283871817
12/31/2019,Year,DMH_OUD_TREATMENT, ,Surry,County,HIGHEST,DMH: Treatment Services,,+4%,"71,783",430,599.027624925
12/31/2019,Year,DMH_OUD_TREATMENT, ,Swain,County,HIGHEST,DMH: Treatment Services,,+4%,"14,271",110,770.793917735
12/31/2019,Year,DMH_OUD_TREATMENT, ,Transylvania,County,HIGHEST,DMH: Treatment Services,,+22%,"34,385",232,674.712810819
12/31/2019,Year,DMH_OUD_TREATMENT, ,Tyrrell,County,LOW,DMH: Treatment Services,,+122%,"4,016",13,323.705179283
12/31/2019,Year,DMH_OUD_TREATMENT, ,Union,County,LOWEST,DMH: Treatment Services,,+5%,"239,859",522,217.627856366
12/31/2019,Year,DMH_OUD_TREATMENT, ,Vance,County,HIGHEST,DMH: Treatment Services,,-8%,"44,535",454,"1,019.422925789"
12/31/2019,Year,DMH_OUD_TREATMENT, ,Wake,County,LOWEST,DMH: Treatment Services,,+15%,"1,111,761","2,020",181.693727339
12/31/2019,Year,DMH_OUD_TREATMENT, ,Warren,County,MIDDLE,DMH: Treatment Services,,-2%,"19,731",71,359.839845928
12/31/2019,Year,DMH_OUD_TREATMENT, ,Washington,County,LOW,DMH: Treatment Services,,-21%,"11,580",38,328.151986183
12/31/2019,Year,DMH_OUD_TREATMENT, ,Watauga,County,HIGH,DMH: Treatment Services,,+77%,"56,177",225,400.519785677
12/31/2019,Year,DMH_OUD_TREATMENT, ,Wayne,County,MIDDLE,DMH: Treatment Services,,+8%,"123,131",454,368.712996727
12/31/2019,Year,DMH_OUD_TREATMENT, ,Wilkes,County,HIGHEST,DMH: Treatment Services,,+9%,"68,412",881,"1,287.785768579"
12/31/2019,Year,DMH_OUD_TREATMENT, ,Wilson,County,HIGHEST,DMH: Treatment Services,,+32%,"81,801",389,475.544308749
12/31/2019,Year,DMH_OUD_TREATMENT, ,Yadkin,County,HIGHEST,DMH: Treatment Services,,+11%,"37,667",282,748.665941009
12/31/2019,Year,DMH_OUD_TREATMENT, ,Yancey,County,HIGHEST,DMH: Treatment Services,,+25%,"18,069",157,868.891471581
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Alamance,County,MIDDLE,DSS: Foster Care due to Parental SU,,-18%,145,58,40
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Alexander,County,HIGHEST,DSS: Foster Care due to Parental SU,,+8%,71,51,71.830985915
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Alleghany,County,LOWEST,DSS: Foster Care due to Parental SU,,+73%,60,16,26.666666667
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Anson,County,HIGH,DSS: Foster Care due to Parental SU,,-3%,33,14,42.424242424
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Ashe,County,HIGHEST,DSS: Foster Care due to Parental SU,,+10%,80,42,52.5
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Avery,County,HIGHEST,DSS: Foster Care due to Parental SU,,-8%,38,24,63.157894737
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Beaufort,County,LOWEST,DSS: Foster Care due to Parental SU,,-7%,188,54,28.723404255
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Bertie,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,,12,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Bladen,County,LOWEST,DSS: Foster Care due to Parental SU,,+42%,37,11,29.729729730
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Brunswick,County,HIGHEST,DSS: Foster Care due to Parental SU,,-3%,202,142,70.297029703
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Buncombe,County,HIGHEST,DSS: Foster Care due to Parental SU,,-5%,453,292,64.459161148
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Burke,County,HIGHEST,DSS: Foster Care due to Parental SU,,-2%,294,181,61.564625850
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Cabarrus,County,LOWEST,DSS: Foster Care due to Parental SU,,+52%,187,50,26.737967914
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Caldwell,County,HIGHEST,DSS: Foster Care due to Parental SU,,+11%,227,152,66.960352423
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Camden,County,HIGHEST,DSS: Foster Care due to Parental SU,,-50%,2,1,50
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Carteret,County,HIGHEST,DSS: Foster Care due to Parental SU,,+1%,128,85,66.40625
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Caswell,County,LOWEST,DSS: Foster Care due to Parental SU,,-25%,28,7,25
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Cherokee,County,HIGHEST,DSS: Foster Care due to Parental SU,,-2%,97,59,60.824742268
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Chowan,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,,5,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Clay,County,HIGHEST,DSS: Foster Care due to Parental SU,,+15%,37,20,54.054054054
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Cleveland,County,LOWEST,DSS: Foster Care due to Parental SU,,-16%,281,93,33.096085409
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Columbus,County,HIGHEST,DSS: Foster Care due to Parental SU,,+7%,102,54,52.941176471
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Craven,County,HIGHEST,DSS: Foster Care due to Parental SU,,-5%,123,70,56.910569106
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Cumberland,County,HIGH,DSS: Foster Care due to Parental SU,,+5%,"1,261",526,41.712926249
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Currituck,County,LOWEST,DSS: Foster Care due to Parental SU,,+13%,36,13,36.111111111
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Davidson,County,HIGHEST,DSS: Foster Care due to Parental SU,,+1%,272,191,70.220588235
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Davie,County,MIDDLE,DSS: Foster Care due to Parental SU,,+111%,92,38,41.304347826
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Duplin,County,LOWEST,DSS: Foster Care due to Parental SU,,-32%,63,8,12.698412698
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Durham,County,LOWEST,DSS: Foster Care due to Parental SU,,+3%,374,78,20.855614973
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Edgecombe,County,MIDDLE,DSS: Foster Care due to Parental SU,,-1%,70,28,40
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Forsyth,County,HIGHEST,DSS: Foster Care due to Parental SU,,+4%,331,188,56.797583082
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Gaston,County,HIGHEST,DSS: Foster Care due to Parental SU,,+44%,431,227,52.668213457
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Graham,County,HIGHEST,DSS: Foster Care due to Parental SU,,-11%,40,23,57.5
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Granville,County,LOWEST,DSS: Foster Care due to Parental SU,,+59%,48,17,35.416666667
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Greene,County,LOWEST,DSS: Foster Care due to Parental SU,,-20%,25,8,32
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Halifax,County,LOWEST,DSS: Foster Care due to Parental SU,,-7%,42,11,26.190476190
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Harnett,County,LOWEST,DSS: Foster Care due to Parental SU,,+25%,242,80,33.057851240
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Haywood,County,LOW,DSS: Foster Care due to Parental SU,,+21%,153,60,39.215686275
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Henderson,County,LOWEST,DSS: Foster Care due to Parental SU,,"+3,695%",194,37,19.072164948
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Hertford,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,,6,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Hoke,County,HIGH,DSS: Foster Care due to Parental SU,,-18%,76,32,42.105263158
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Hyde,County,HIGHEST,DSS: Foster Care due to Parental SU,,+0%,12,7,58.333333333
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Iredell,County,HIGHEST,DSS: Foster Care due to Parental SU,,-3%,269,155,57.620817844
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Jackson,County,HIGHEST,DSS: Foster Care due to Parental SU,,-10%,94,68,72.340425532
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Johnston,County,LOWEST,DSS: Foster Care due to Parental SU,,-30%,216,53,24.537037037
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Jones,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,-100%,10,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Lee,County,HIGHEST,DSS: Foster Care due to Parental SU,,+0%,52,25,48.076923077
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Lenoir,County,LOWEST,DSS: Foster Care due to Parental SU,,+162%,66,22,33.333333333
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Lincoln,County,HIGHEST,DSS: Foster Care due to Parental SU,,+4%,144,95,65.972222222
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Madison,County,HIGHEST,DSS: Foster Care due to Parental SU,,-1%,82,58,70.731707317
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Martin,County,HIGHEST,DSS: Foster Care due to Parental SU,,+1%,49,26,53.061224490
12/31/2019,Year,DSS_SU_FOSTERCARE, ,McDowell,County,LOWEST,DSS: Foster Care due to Parental SU,,-76%,149,1,0.671140940
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Mecklenburg,County,LOWEST,DSS: Foster Care due to Parental SU,,-7%,659,168,25.493171472
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Mitchell,County,HIGHEST,DSS: Foster Care due to Parental SU,,-9%,88,46,52.272727273
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Montgomery,County,HIGHEST,DSS: Foster Care due to Parental SU,,+3%,52,40,76.923076923
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Moore,County,LOWEST,DSS: Foster Care due to Parental SU,,-5%,62,22,35.483870968
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Nash,County,LOWEST,DSS: Foster Care due to Parental SU,,-15%,42,7,16.666666667
12/31/2019,Year,DSS_SU_FOSTERCARE, ,NC,State,HIGH,DSS: Foster Care due to Parental SU,,+2%,"15,240","6,492",42.598425197
12/31/2019,Year,DSS_SU_FOSTERCARE, ,New Hanover,County,HIGHEST,DSS: Foster Care due to Parental SU,,-1%,581,284,48.881239243
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Northampton,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,-100%,8,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Onslow,County,LOWEST,DSS: Foster Care due to Parental SU,,+16%,272,68,25
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Pamlico,County,HIGHEST,DSS: Foster Care due to Parental SU,,+2%,17,13,76.470588235
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Pasquotank,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,,18,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Pender,County,LOWEST,DSS: Foster Care due to Parental SU,,-15%,119,43,36.134453782
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Perquimans,County,LOWEST,DSS: Foster Care due to Parental SU,,-48%,14,5,35.714285714
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Person,County,HIGHEST,DSS: Foster Care due to Parental SU,,-6%,119,78,65.546218487
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Pitt,County,LOWEST,DSS: Foster Care due to Parental SU,,-25%,269,73,27.137546468
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Polk,County,HIGHEST,DSS: Foster Care due to Parental SU,,+49%,65,31,47.692307692
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Randolph,County,HIGHEST,DSS: Foster Care due to Parental SU,,+11%,190,94,49.473684211
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Robeson,County,HIGHEST,DSS: Foster Care due to Parental SU,,-4%,487,344,70.636550308
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Rutherford,County,HIGHEST,DSS: Foster Care due to Parental SU,,+1%,229,116,50.655021834
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Scotland,County,HIGHEST,DSS: Foster Care due to Parental SU,,+2%,84,50,59.523809524
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Stanly,County,LOWEST,DSS: Foster Care due to Parental SU,,+34%,43,14,32.558139535
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Stokes,County,HIGHEST,DSS: Foster Care due to Parental SU,,+4%,140,79,56.428571429
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Surry,County,HIGHEST,DSS: Foster Care due to Parental SU,,+14%,131,66,50.381679389
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Swain,County,HIGHEST,DSS: Foster Care due to Parental SU,,-10%,50,26,52
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Transylvania,County,HIGHEST,DSS: Foster Care due to Parental SU,,+20%,64,39,60.9375
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Tyrrell,County,LOWEST (ZERO),DSS: Foster Care due to Parental SU,,,8,0,0
12/31/2019,Year,DSS_SU_FOSTERCARE, ,Union,County,HIGHEST,DSS: Foster Care due to Parental SU,,-12%,162,71,43.827160494
